sampleID,phenotype,dip_depth_hemato,ref_genome,settings
LP0029_06_L003,healthy_control,0.157974888,30memhg38noalt,TrueDI1230XA
LP0029_06_L003,healthy_control,0.157446668,0memhg38,False40
LP0029_06_L003,healthy_control,0.160568095,0memhg38noalt,False40
LP0029_06_L003,healthy_control,0.158985872,0memhg38,True40
LP0029_06_L003,healthy_control,0.156135564,30memhg38,FalseDI26830XA
LP0029_06_L003,healthy_control,0.158320347,0memhg38noalt,True40
LP0029_06_L003,healthy_control,0.155933371,30memhg38,TrueDI26830XA
LP0029_06_L003,healthy_control,0.156135564,30memhg38noalt,FalseDI26830XA
LP0029_06_L003,healthy_control,0.155933371,30memhg38noalt,TrueDI26830XA
LP0029_06_L003,healthy_control,0.153820705,0memhg38,FalseDI1230XA
LP0030_03_L004,healthy_control,0.136501563,0memhg38noalt,FalseDI26830XA
LP0030_03_L004,healthy_control,0.143683802,0memhg38noalt,True40
LP0030_03_L004,healthy_control,0.138799089,0memhg38noalt,TrueDI1230XA
LP0030_03_L004,healthy_control,0.136501563,30memhg38noalt,FalseDI26830XA
LP0030_03_L004,healthy_control,0.134059562,0memhg38,FalseDI26830XA
LP0030_03_L004,healthy_control,0.138799089,30memhg38,TrueDI1230XA
LP0030_03_L004,healthy_control,0.136501563,30memhg38,FalseDI26830XA
LP0030_03_L004,healthy_control,0.141350166,0memhg38,True40
LP0030_03_L004,healthy_control,0.143683802,30memhg38,True40
LP0030_03_L004,healthy_control,0.136900591,30memhg38,FalseDI1230XA
LP0030_03_L004,healthy_control,0.143683802,30memhg38noalt,True40
LP0030_03_L004,healthy_control,0.134148853,0memhg38,FalseDI1230XA
LP0030_03_L004,healthy_control,0.134529095,30memhg38noalt,TrueDI26830XA
LP0030_03_L004,healthy_control,0.134529095,0memhg38noalt,TrueDI26830XA
LP0030_03_L004,healthy_control,0.134585627,0memhg38,TrueDI26830XA
LP0030_03_L004,healthy_control,0.142447115,30memhg38,False40
LP0030_03_L004,healthy_control,0.142447115,0memhg38noalt,False40
LP0030_03_L004,healthy_control,0.136900591,0memhg38noalt,FalseDI1230XA
LP0030_03_L004,healthy_control,0.142447115,30memhg38noalt,False40
LP0030_03_L004,healthy_control,0.136900591,30memhg38noalt,FalseDI1230XA
LP0030_03_L004,healthy_control,0.134529095,30memhg38,TrueDI26830XA
LP0030_03_L004,healthy_control,0.137237423,0memhg38,TrueDI1230XA
LP0030_03_L004,healthy_control,0.138799089,30memhg38noalt,TrueDI1230XA
LP0030_03_L004,healthy_control,0.141041719,0memhg38,False40
LP0030_05_L004,healthy_control,0.171588658,0memhg38noalt,TrueDI1230XA
LP0030_05_L004,healthy_control,0.16671538,0memhg38,FalseDI1230XA
LP0030_05_L004,healthy_control,0.171588658,30memhg38noalt,TrueDI1230XA
LP0030_05_L004,healthy_control,0.171588658,30memhg38,TrueDI1230XA
LP0030_05_L004,healthy_control,0.172951627,0memhg38noalt,FalseDI26830XA
LP0030_05_L004,healthy_control,0.172951627,30memhg38,FalseDI26830XA
LP0030_05_L004,healthy_control,0.170694747,0memhg38noalt,FalseDI1230XA
LP0030_05_L004,healthy_control,0.172500109,30memhg38,TrueDI26830XA
LP0030_05_L004,healthy_control,0.178448675,0memhg38noalt,True40
LP0030_05_L004,healthy_control,0.173416997,0memhg38,True40
LP0030_05_L004,healthy_control,0.170694747,30memhg38noalt,FalseDI1230XA
LP0030_05_L004,healthy_control,0.167327208,0memhg38,TrueDI26830XA
LP0030_05_L004,healthy_control,0.178448675,30memhg38,True40
LP0030_05_L004,healthy_control,0.165450345,0memhg38,FalseDI26830XA
LP0030_05_L004,healthy_control,0.172951627,30memhg38noalt,FalseDI26830XA
LP0030_05_L004,healthy_control,0.177466878,30memhg38,False40
LP0030_05_L004,healthy_control,0.172500109,0memhg38noalt,TrueDI26830XA
LP0030_05_L004,healthy_control,0.178448675,30memhg38noalt,True40
LP0030_05_L004,healthy_control,0.177466878,0memhg38noalt,False40
LP0030_05_L004,healthy_control,0.172500109,30memhg38noalt,TrueDI26830XA
LP0030_05_L004,healthy_control,0.170694747,30memhg38,FalseDI1230XA
LP0030_05_L004,healthy_control,0.177466878,30memhg38noalt,False40
LP0030_05_L004,healthy_control,0.167925329,0memhg38,TrueDI1230XA
LP0030_05_L004,healthy_control,0.17388513,0memhg38,False40
