sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/False40/summary_across_samples_and_ROIS.csv,-7.115538874,150,-8.024916968,757,180.7619417,6078.999982,-733.1032721,0.011291024,-0.006519208,164.2347239,SAEC_hg19.no_chr,healthy_control,-0.31,(27.1386624680608; 346.8432267613184),N/A,1.44,(-0.0812155684521266; 0.030571088790355472),N/A,0memhg19,False40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,26.86988327,150,-41.49729224,757,296.9084245,6078.043402,-561.6976341,-0.069082369,-0.00917174,285.7797161,SAEC_hg19.no_chr,healthy_control,1.5,(2.80070518926712; 339.17786641259283),N/A,-1.43,(-0.08744747712006905; 0.018149864748418662),N/A,0memhg19,FalseDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,12.83255042,149,32.568879,758,174.4463317,6078.0277,-679.980821,-0.062950103,-0.006200952,221.9748191,SAEC_hg19.no_chr,healthy_control,0.66,(2.80070518926712; 339.17786641259283),N/A,-1.18,(-0.08744747712006905; 0.018149864748418662),N/A,0memhg19,FalseDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-0.474824507,150,13.96799058,757.0287899,286.658396,6078.999974,-581.4221106,-0.024910392,-0.010226172,299.89166,SAEC_hg19.no_chr,healthy_control,1.68,(2.80070518926712; 339.17786641259283),N/A,0.4,(-0.08744747712006905; 0.018149864748418662),N/A,0memhg19,FalseDI1230XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,2.573932932,150,35.80189255,757,85.6817265,6078.999996,-739.2488408,-0.0313364,-0.004517142,124.6974252,SAEC_hg19.no_chr,healthy_control,-0.6,(2.80070518926712; 339.17786641259283),N/A,0.14,(-0.08744747712006905; 0.018149864748418662),N/A,0memhg19,FalseDI1230XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,0.805184269,150,6.196608358,758,55.15644176,6078.081729,-721.8244042,-0.009023072,-0.002071158,62.28093549,SAEC_hg19.no_chr,healthy_control,-1.42,(2.80070518926712; 339.17786641259283),N/A,1.06,(-0.08744747712006905; 0.018149864748418662),N/A,0memhg19,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-3.696663897,150,-5.296398992,757,166.5710127,6078.990914,-725.0847268,0.001691473,-0.006222314,156.7673343,SAEC_hg19.no_chr,healthy_control,-0.27,(24.60682338887824; 326.13631132572027),N/A,1.56,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,7.982590761,149,43.92612379,758,58.71271909,6078.000982,-709.7042806,-0.048345559,-0.0048915,112.217037,SAEC_hg19.no_chr,healthy_control,-0.92,(24.60682338887824; 326.13631132572027),N/A,-0.56,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,9.140511132,150,14.44151356,757,53.13607648,6078.999948,-608.1755899,-0.035408108,-0.006505633,78.22453125,SAEC_hg19.no_chr,healthy_control,-1.41,(24.60682338887824; 326.13631132572027),N/A,-0.01,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-1.584217492,150,-2.112672161,757.0001863,147.1075842,6078.000003,-741.0851066,-0.004328919,-0.005147002,142.9819542,SAEC_hg19.no_chr,healthy_control,-0.47,(24.60682338887824; 326.13631132572027),N/A,1.3,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,6.451935854,150,25.21305572,757,-154.8025977,6078.09977,-596.1896868,-0.020286431,-6.52E-04,-121.7246956,SAEC_hg19.no_chr,lung_cancer,-4.32,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,0.63,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.637868982,149.9999344,88.36008773,757.9999999,94.45184385,6078.177862,-612.4154757,-0.040369129,-0.006051267,178.1578273,SAEC_hg19.no_chr,lung_cancer,0.04,(24.60682338887824; 326.13631132572027),n.s.,-0.22,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,7.240267058,149.9999943,-2.725767709,758,147.3569681,6078.00014,-710.2019966,-0.027493814,-0.005938166,152.818684,SAEC_hg19.no_chr,healthy_control,-0.33,(24.60682338887824; 326.13631132572027),N/A,0.33,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,14.68567527,150,16.99979093,757,193.0133553,6078.034892,-677.2574101,-0.060685975,-0.00595757,226.9440664,SAEC_hg19.no_chr,healthy_control,0.75,(24.60682338887824; 326.13631132572027),N/A,-1.08,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-40.02095888,149.9999999,-71.54150926,757,-38.86594666,6078.149876,-680.2827511,0.146694028,3.63E-04,-157.3137565,SAEC_hg19.no_chr,lung_cancer,-4.84,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,7.68,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-5.723407791,150,-2.848519612,757,46.59204204,6078.008436,-658.5519131,0.013665083,-0.002586199,37.04653793,SAEC_hg19.no_chr,lung_cancer,-2.01,(24.60682338887824; 326.13631132572027),n.s.,2.06,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-0.791633201,150,6.454355393,758,108.8553769,6078.000277,-685.7703595,-0.008436497,-0.004988721,114.3343175,SAEC_hg19.no_chr,lung_cancer,-0.89,(24.60682338887824; 326.13631132572027),n.s.,1.13,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-11.97728332,150,-3.650115281,757,-28.18469828,6078.000001,-709.0102356,0.035628555,-5.56E-04,-45.69044365,SAEC_hg19.no_chr,lung_cancer,-3.22,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,2.99,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-11.01556628,149.0000002,18.91728869,758,36.01382798,6078.099172,-694.1553069,0.017173648,-0.002668291,42.31771814,SAEC_hg19.no_chr,lung_cancer,-1.94,(24.60682338887824; 326.13631132572027),n.s.,2.21,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-3.696436476,150,-40.18295509,757,-171.1728528,6078.999922,-699.000649,0.042241133,0.006070642,-215.8145441,SAEC_hg19.no_chr,lung_cancer,-5.69,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,3.27,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,1.956882064,149,6.892387576,758,25.12750413,6078.033258,-637.9885719,-0.010516297,-0.002296726,34.32048199,SAEC_hg19.no_chr,lung_cancer,-2.05,(24.60682338887824; 326.13631132572027),n.s.,1.04,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,1.507561108,149,18.97414712,758,131.0247799,6078.061251,-738.1145119,-0.022622709,-0.005386325,151.7747394,SAEC_hg19.no_chr,lung_cancer,-0.34,(24.60682338887824; 326.13631132572027),n.s.,0.53,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,3.156963566,149,-2.607232614,757.0000816,65.65559701,6078.999999,-748.7494671,-0.011387371,-0.002634882,66.605702,SAEC_hg19.no_chr,lung_cancer,-1.58,(24.60682338887824; 326.13631132572027),n.s.,1.01,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-22.22380921,149,-81.58722741,757.0000002,-154.9283308,6078.986328,-677.5857902,0.112667695,0.002358924,-262.8187112,SAEC_hg19.no_chr,lung_cancer,-6.37,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,6.25,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-15.27518604,150,5.126172826,757.9999997,-95.71651888,6078.986873,-662.9291003,0.044209702,0.001306538,-108.1051831,SAEC_hg19.no_chr,lung_cancer,-4.12,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,3.35,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-9.812805963,149.9929008,-20.8269538,757,22.37754858,6078.000421,-781.454138,0.035606623,0.001346448,-10.01580556,SAEC_hg19.no_chr,lung_cancer,-2.7,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,2.99,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.973516012,149.0001121,-98.86170616,757,157.1786183,6078.02874,-617.4980895,0.049745329,-0.003946061,53.78988289,SAEC_hg19.no_chr,lung_cancer,-1.77,(24.60682338887824; 326.13631132572027),n.s.,3.59,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-23.92230203,149.3417136,23.51725247,757.9999999,66.73288939,6078.014289,-632.2496111,0.047147084,-0.002891452,62.71456106,SAEC_hg19.no_chr,lung_cancer,-1.64,(24.60682338887824; 326.13631132572027),n.s.,3.48,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,7.498599625,149.0003087,-61.99315598,757.9999848,-34.93850749,6078.970233,-612.9316474,0.014843262,-3.81E-04,-88.78608169,SAEC_hg19.no_chr,lung_cancer,-3.84,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,2.11,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-11.41584811,149,-42.80088565,758,-288.5892758,6078.020449,-614.1695612,0.07203413,0.007788992,-344.6794103,SAEC_hg19.no_chr,lung_cancer,-7.57,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,4.53,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.710045536,149.9305334,-60.91505082,757,-123.8005344,6078.000019,-587.0316213,0.047439424,0.004342135,-188.2774546,SAEC_hg19.no_chr,lung_cancer,-5.29,(24.60682338887824; 326.13631132572027),Significantly stronger coverage drop,3.49,(-0.0871209653435287; 0.016726935171748662),Significantly stronger coverage drop,0memhg19,FalseDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,13.48339431,149,12.76185631,757,110.2752552,6078.956256,-658.5665545,-0.050063881,-0.006311333,138.6381035,SAEC_hg19.no_chr,lung_cancer,-0.53,(24.60682338887824; 326.13631132572027),n.s.,-0.63,(-0.0871209653435287; 0.016726935171748662),n.s.,0memhg19,FalseDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,3.036565081,150,62.32741888,757,172.4602926,6078.029188,-654.8148681,-0.052242656,-0.00886051,238.6868419,SAEC_hg19.no_chr,healthy_control,0.92,(24.60682338887824; 326.13631132572027),N/A,-0.72,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,26.97781381,150,-42.8887841,757,292.3622667,6078.019589,-559.2304665,-0.068337781,-0.009712663,279.959033,SAEC_hg19.no_chr,healthy_control,1.52,(24.60682338887824; 326.13631132572027),N/A,-1.4,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,13.7229417,149,29.82967831,758,169.5563125,6078.041914,-677.7414862,-0.063571437,-0.006202995,215.3561651,SAEC_hg19.no_chr,healthy_control,0.58,(24.60682338887824; 326.13631132572027),N/A,-1.2,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-2.451664687,150,25.36265867,758,250.1781354,6078.977591,-581.7746548,-0.02324644,-0.009451822,272.6641616,SAEC_hg19.no_chr,healthy_control,1.42,(24.60682338887824; 326.13631132572027),N/A,0.5,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,1.725953828,149.9999993,36.5857628,757,89.58065401,6078.999996,-739.2278501,-0.029750077,-0.004765993,128.4024263,SAEC_hg19.no_chr,healthy_control,-0.68,(24.60682338887824; 326.13631132572027),N/A,0.23,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,0.690653267,150,5.057966877,758,93.63581583,6078.021145,-724.2985645,-0.010644888,-0.003000394,99.43657339,SAEC_hg19.no_chr,healthy_control,-1.1,(24.60682338887824; 326.13631132572027),N/A,1.04,(-0.0871209653435287; 0.016726935171748662),N/A,0memhg19,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-7.045627535,150,-9.504811461,757,189.4522131,6078.999985,-728.1995013,0.011314688,-0.007069272,171.5027446,SAEC_hg19.no_chr,healthy_control,-0.1,(6.558572270064673; 351.9143250001522),N/A,1.45,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,8.040227718,149,33.80301126,758,117.293783,6078.000102,-711.0504378,-0.047017085,-0.004324355,160.5843189,SAEC_hg19.no_chr,healthy_control,-0.24,(6.558572270064673; 351.9143250001522),N/A,-1.07,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,1.154283028,150,12.58035165,757,61.3497429,6078.999317,-604.3167137,-0.013726006,-0.006057611,75.31405206,SAEC_hg19.no_chr,healthy_control,-1.32,(6.558572270064673; 351.9143250001522),N/A,0.37,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-5.328752239,150,-4.952820251,757,152.3320977,6078.04378,-735.2334269,0.006784024,-0.004862986,141.003454,SAEC_hg19.no_chr,healthy_control,-0.49,(6.558572270064673; 351.9143250001522),N/A,1.26,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,1.955319437,150,47.81332617,757,-217.4554607,6078.116892,-590.9649626,-0.016125357,6.96E-04,-166.700499,SAEC_hg19.no_chr,lung_cancer,-4.39,(6.558572270064673; 351.9143250001522),Significantly stronger coverage drop,0.27,(-0.07308227512361351; 0.028477577877711557),n.s.,0memhg19,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-10.68058695,150,93.22584492,757.9999999,105.122661,6078.155736,-619.320537,-0.027559128,-0.006816799,186.7385809,SAEC_hg19.no_chr,lung_cancer,0.1,(6.558572270064673; 351.9143250001522),n.s.,-0.23,(-0.07308227512361351; 0.028477577877711557),n.s.,0memhg19,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,4.314383417,149.999949,-1.222668571,757.9999999,166.6999182,6078.000015,-710.508573,-0.021772802,-0.006460303,170.2733434,SAEC_hg19.no_chr,healthy_control,-0.11,(6.558572270064673; 351.9143250001522),N/A,0.02,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,12.05414035,150,18.84741655,757,158.3239746,6078.045048,-682.1963518,-0.052383897,-0.005356459,191.1137864,SAEC_hg19.no_chr,healthy_control,0.15,(6.558572270064673; 351.9143250001522),N/A,-1.3,(-0.07308227512361351; 0.028477577877711557),N/A,0memhg19,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-45.22224911,150,-75.80983965,757,-20.18309647,6078.000006,-672.4750438,0.161550663,-9.44E-04,-148.9749068,SAEC_hg19.no_chr,lung_cancer,-4.17,(6.558572270064673; 351.9143250001522),Significantly stronger coverage drop,7.94,(-0.07308227512361351; 0.028477577877711557),Significantly stronger coverage drop,0memhg19,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-9.541737214,150,-6.546533734,757.0000001,79.05486451,6078.01053,-664.8061694,0.023638479,-0.00361903,61.32537778,SAEC_hg19.no_chr,lung_cancer,-1.5,(6.558572270064673; 351.9143250001522),n.s.,1.98,(-0.07308227512361351; 0.028477577877711557),n.s.,0memhg19,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-1.749712311,150,11.27395962,758,122.7737008,6078,-690.9891426,-0.009338536,-0.004604921,131.9932693,SAEC_hg19.no_chr,lung_cancer,-0.6,(6.558572270064673; 351.9143250001522),n.s.,0.56,(-0.07308227512361351; 0.028477577877711557),n.s.,0memhg19,True40
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-14.23760279,149.999996,-1.743298805,757.0001964,-23.18383037,6078.999515,-699.8938052,0.040306743,-0.00114877,-41.38482266,SAEC_hg19.no_chr,lung_cancer,-2.8,(6.558572270064673; 351.9143250001522),Significantly stronger coverage drop,2.7,(-0.07308227512361351; 0.028477577877711557),Significantly stronger coverage drop,0memhg19,True40
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-10.78012009,149,11.016194,758,39.43790743,6078.108947,-706.6100073,0.020476929,-0.002909533,38.03668552,SAEC_hg19.no_chr,lung_cancer,-1.79,(6.558572270064673; 351.9143250001522),n.s.,1.85,(-0.07308227512361351; 0.028477577877711557),n.s.,0memhg19,True40
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-8.729017122,150,-40.2183879,757,-133.8388222,6078.999993,-708.1019381,0.053194441,0.004949426,-184.377868,SAEC_hg19.no_chr,lung_cancer,-4.62,(6.558572270064673; 351.9143250001522),Significantly stronger coverage drop,3.26,(-0.07308227512361351; 0.028477577877711557),Significantly stronger coverage drop,0memhg19,True40
