sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-27.34455845,149,-114.3927237,758,-210.1051425,6078.044798,-704.0475536,0.147210624,0.008597331,-356.9661929,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.27,(-584.5656108239742;-179.77708518582676),N/A,-0.01,(0.0590801942976988;0.2357680979992215),N/A,0memhg19,FalseDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-36.0730197,149.0000002,-144.2381447,758,-126.0910753,6078.030778,-735.2028332,0.18077431,0.007718596,-313.2656474,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.75,(-584.5656108239742;-179.77708518582676),N/A,0.83,(0.0590801942976988;0.2357680979992215),N/A,0memhg19,FalseDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-27.92195392,149,-120.8718114,757.0000002,-304.0885271,6078.015289,-700.7083885,0.158419468,0.011292082,-458.0578175,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.82,(-584.5656108239742;-179.77708518582676),N/A,0.27,(0.0590801942976988;0.2357680979992215),N/A,0memhg19,FalseDI1230XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-25.49761536,149.0504633,-122.5667663,757.9999998,-165.1542852,6078.052314,-824.6211473,0.143594022,0.008170057,-318.175515,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.69,(-584.5656108239742;-179.77708518582676),N/A,-0.1,(0.0590801942976988;0.2357680979992215),N/A,0memhg19,FalseDI1230XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-21.97770712,149,-187.6486517,758,-286.6661624,6078.029452,-782.991358,0.176421582,0.012090185,-501.1627596,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-1.29,(-584.5656108239742;-179.77708518582676),N/A,0.72,(0.0590801942976988;0.2357680979992215),N/A,0memhg19,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-31.1438135,149,-135.2784347,758,-319.8354594,6078.012813,-843.3131701,0.175577773,0.012463129,-492.0511207,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-1.07,(-599.718540499293;-178.3624976955733),N/A,0.7,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,18.08154892,150,-110.489464,757.9999999,-371.408658,6078.032742,-780.4278842,0.034439702,0.012289679,-461.5955874,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.76,(-599.718540499293;-178.3624976955733),N/A,-2.85,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-28.39930894,149,-135.6707817,757.9999999,-258.4642661,6078.038351,-709.1566294,0.164407664,0.01024485,-427.9669404,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.41,(-599.718540499293;-178.3624976955733),N/A,0.42,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-20.80250949,149.5294439,-104.7103933,758,-187.663112,6078.025164,-820.7555943,0.122928426,0.007758927,-317.1985015,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.75,(-599.718540499293;-178.3624976955733),N/A,-0.62,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-7.633593787,149,-79.27317473,758,-332.7926816,6078.01328,-677.5246513,0.084004374,0.010941919,-421.2653419,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-0.34,(-599.718540499293;-178.3624976955733),n.s.,-1.6,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-19.86756944,149,-111.966946,757.8409633,-98.99134076,6078.018322,-757.0477028,0.118633798,0.005662343,-234.8736614,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.61,(-599.718540499293;-178.3624976955733),n.s.,-0.73,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.20115234,149.6673371,-107.3998574,758,-104.8816326,6078.043065,-803.7637052,0.135915001,0.006071511,-244.6219793,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.5,(-599.718540499293;-178.3624976955733),N/A,-0.3,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-32.97278798,149.0000004,-104.5233458,758,-161.7749603,6078.024462,-775.5910389,0.153913474,0.007679802,-305.242166,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.87,(-599.718540499293;-178.3624976955733),N/A,0.16,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-13.13598849,149.0011361,6.695498277,758,-19.39641833,6078.000021,-828.04496,0.032920106,0.002463897,-27.82004695,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,3.76,(-599.718540499293;-178.3624976955733),Significantly weaker coverage drop,-2.89,(0.060510248386759447;0.23487633800350693),Significantly weaker coverage drop,0memhg19,FalseDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-35.41271542,149,-90.4489541,758,-137.6348151,6078.027751,-789.1988048,0.151454327,0.006883127,-269.7481773,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.24,(-599.718540499293;-178.3624976955733),n.s.,0.09,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-34.62596386,149.5934759,-129.3058377,757,-160.9858932,6078.021515,-767.757711,0.171053356,0.008324952,-331.3678358,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.6,(-599.718540499293;-178.3624976955733),n.s.,0.59,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-29.98869373,149,-103.0786366,758,-120.5658258,6078.026722,-817.8866457,0.142458462,0.006324111,-259.16673,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.35,(-599.718540499293;-178.3624976955733),n.s.,-0.13,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-36.99918218,150,-173.8714396,758,-308.9990168,6078.025598,-802.2602213,0.210195428,0.012776272,-526.9254946,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-1.44,(-599.718540499293;-178.3624976955733),n.s.,1.57,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-39.03760589,149.0000002,-104.6697156,758,-178.0771472,6078.014476,-779.6087301,0.171298891,0.008344643,-328.6929128,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.63,(-599.718540499293;-178.3624976955733),n.s.,0.59,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-25.10789131,149,-84.08623598,758,-196.1525961,6078.029795,-765.0609933,0.124355679,0.008511869,-309.8549782,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.82,(-599.718540499293;-178.3624976955733),n.s.,-0.59,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-17.46950036,149.8109292,-91.05738258,757.9836854,14.92345821,6078.986257,-814.1545545,0.093466776,0.003979712,-97.19589707,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,3.04,(-599.718540499293;-178.3624976955733),Significantly weaker coverage drop,-1.36,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-22.33946866,149,-178.8381519,758,-140.64914,6078.042202,-818.7210041,0.163169033,0.008730653,-346.8327406,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.44,(-599.718540499293;-178.3624976955733),n.s.,0.39,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-19.935707,149,-88.96815798,758,-98.81668527,6078.083853,-769.214848,0.106687862,0.006130111,-211.566886,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.85,(-599.718540499293;-178.3624976955733),n.s.,-1.03,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.6391291,149,-161.9983587,758,-76.90078686,6078.031642,-757.9988724,0.118794626,0.006334578,-252.6188176,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.42,(-599.718540499293;-178.3624976955733),n.s.,-0.73,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-3.514888836,149,-56.08436675,758,-44.94672479,6078.025218,-885.8804354,0.041878865,0.00468654,-105.5659135,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.95,(-599.718540499293;-178.3624976955733),Significantly weaker coverage drop,-2.66,(0.060510248386759447;0.23487633800350693),Significantly weaker coverage drop,0memhg19,FalseDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-17.11385759,149.0035784,-85.15813594,757.9999982,-83.4131288,6078.021779,-741.9441595,0.096115135,0.005627511,-189.0694008,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.08,(-599.718540499293;-178.3624976955733),n.s.,-1.3,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-19.38190176,149,-77.96576642,758,-45.29928931,6078.036207,-714.6389251,0.095901754,0.004693026,-146.3635347,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,2.53,(-599.718540499293;-178.3624976955733),Significantly weaker coverage drop,-1.3,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-14.99454547,150,-52.83707208,758,-165.6044503,6078.191392,-741.2080187,0.078557809,0.00590909,-236.0889942,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.59,(-599.718540499293;-178.3624976955733),n.s.,-1.74,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-23.09649985,150,-87.99995077,758,-261.8025093,6078.053961,-738.1601419,0.124926785,0.00914732,-377.038937,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.12,(-599.718540499293;-178.3624976955733),n.s.,-0.57,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-22.84546237,150,-81.99625871,757,-353.2985485,6078.011082,-704.4588399,0.127161978,0.011862737,-462.0883306,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-0.76,(-599.718540499293;-178.3624976955733),n.s.,-0.52,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.77535145,149,-100.2627196,758,-163.2040698,6078.049784,-764.844567,0.12178408,0.007024586,-289.4112699,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.04,(-599.718540499293;-178.3624976955733),n.s.,-0.65,(0.060510248386759447;0.23487633800350693),n.s.,0memhg19,FalseDI26830XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-33.79180534,149,-126.9204764,758,-299.0957656,6078.016169,-743.5052643,0.176907508,0.011610923,-465.963708,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.8,(-599.718540499293;-178.3624976955733),N/A,0.73,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-30.15712202,149,-107.0727487,758,-218.6277644,6078.001352,-705.9151185,0.151448094,0.008538897,-361.3470568,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.29,(-599.718540499293;-178.3624976955733),N/A,0.09,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-33.67126757,149,-151.0300614,758,-119.2007141,6078.030861,-737.4513496,0.17746609,0.00746643,-310.4577802,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,0.82,(-599.718540499293;-178.3624976955733),N/A,0.75,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-29.67041417,149,-115.494716,757,-299.4922215,6078.020047,-700.1891313,0.159965454,0.010731741,-450.0632149,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.64,(-599.718540499293;-178.3624976955733),N/A,0.31,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.2070004,149.9999495,-118.3863432,758,-136.6970284,6078.076969,-821.7294718,0.143640273,0.007222597,-287.4908106,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.06,(-599.718540499293;-178.3624976955733),N/A,-0.1,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.15890396,149,-184.5435651,758,-334.1240059,6078.015736,-786.1153943,0.175710059,0.013260643,-544.4873634,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-1.62,(-599.718540499293;-178.3624976955733),N/A,0.7,(0.060510248386759447;0.23487633800350693),N/A,0memhg19,FalseDI26830XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-33.57471854,149,-143.5027123,758,-275.5032276,6078.032358,-845.7902605,0.183505058,0.011260479,-458.8806774,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.83,(-593.6119202956644;-160.3077530713349),N/A,0.78,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,15.9566679,150,-112.1604374,757.9999999,-366.8887069,6078.032509,-781.2875057,0.040673843,0.011937812,-461.2245555,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.85,(-593.6119202956644;-160.3077530713349),N/A,-2.85,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-30.41235546,149,-132.1467476,757.9999999,-253.8713721,6078.028042,-706.9609119,0.167641361,0.009982787,-422.1522651,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,-0.46,(-593.6119202956644;-160.3077530713349),N/A,0.38,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-24.88015668,150,-106.5598413,758,-137.9184151,6078.074044,-815.3184942,0.131307515,0.006359576,-274.0842777,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.04,(-593.6119202956644;-160.3077530713349),N/A,-0.55,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-11.4978285,149,-79.25383536,758,-336.0038633,6078.000022,-677.4415739,0.094551369,0.010631644,-428.9255028,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,-0.53,(-593.6119202956644;-160.3077530713349),n.s.,-1.48,(0.06661951439053813;0.23900401656645598),n.s.,0memhg19,True40
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-20.22560123,149,-118.2133683,758,-70.0211803,6078.034372,-756.2284655,0.120966075,0.004907284,-212.6528861,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.66,(-593.6119202956644;-160.3077530713349),n.s.,-0.81,(0.06661951439053813;0.23900401656645598),n.s.,0memhg19,True40
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-27.06351919,149,-122.0348693,758,-114.4728853,6078.020202,-805.9743976,0.144203334,0.006474106,-268.8259728,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.09,(-593.6119202956644;-160.3077530713349),N/A,-0.22,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-35.31968441,149.0032698,-106.0599785,758,-105.5741764,6078.051356,-775.1150026,0.157315004,0.005738701,-253.3696584,hematopoietic_specific_liquorice_hg19.no_chr,healthy_control,1.25,(-593.6119202956644;-160.3077530713349),N/A,0.11,(0.06661951439053813;0.23900401656645598),N/A,0memhg19,True40
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-20.39638265,149.0000847,5.615385534,757.0001847,-7.898358812,6078.005529,-837.6393994,0.052169665,0.001862309,-25.82676778,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,3.55,(-593.6119202956644;-160.3077530713349),Significantly weaker coverage drop,-2.56,(0.06661951439053813;0.23900401656645598),Significantly weaker coverage drop,0memhg19,True40
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-40.51107971,149,-91.02342989,758,-125.542683,6078.030633,-785.6107698,0.164613678,0.006450095,-264.1492956,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,1.14,(-593.6119202956644;-160.3077530713349),n.s.,0.3,(0.06661951439053813;0.23900401656645598),n.s.,0memhg19,True40
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg19/True40/summary_across_samples_and_ROIS.csv,-36.60855172,149,-139.0075768,758,-128.442415,6078.01464,-769.0413135,0.17960964,0.007193707,-310.9554529,hematopoietic_specific_liquorice_hg19.no_chr,lung_cancer,0.67,(-593.6119202956644;-160.3077530713349),n.s.,0.68,(0.06661951439053813;0.23900401656645598),n.s.,0memhg19,True40
