sampleID,phenotype,value,ref_genome,settings,gc_bias,settings_verbose,trimming,genome
LP0025_21_L004,lung_cancer,0.94757514,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.915142135,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.917440553,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.95887207,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.879337634,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.955707499,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.692225062,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.943632418,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.943179551,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.951687214,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.953253947,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.933545817,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.971504696,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0029_02_L004,healthy_control,0.988825394,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0029_04_L003,healthy_control,0.954050526,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0029_05_L004,healthy_control,0.978149843,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0029_06_L003,healthy_control,0.983229075,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0030_03_L004,healthy_control,0.968152148,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0030_05_L004,healthy_control,0.974951306,30memhg38noalt,False40,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.987576017,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,0.937608141,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,0.984878851,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.991189629,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.98116842,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.988247856,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,0.991311219,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,0.990661765,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.448700363,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.991418701,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.986676886,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.977875451,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.977080768,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.943309656,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.98695912,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.908393826,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.972440207,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.768664945,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.941821585,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.678932088,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.94263779,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.921541842,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.928347175,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.936458327,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.923951176,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.968519745,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0029_02_L004,healthy_control,0.993901459,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0029_04_L003,healthy_control,0.978336412,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0029_05_L004,healthy_control,0.98105823,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0029_06_L003,healthy_control,0.982988846,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0030_03_L004,healthy_control,0.978880806,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0030_05_L004,healthy_control,0.994103569,30memhg38noalt,FalseDI26830XA,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.973943595,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,0.962448587,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,0.982435082,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.9750174,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.961022968,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.983361384,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,0.97743579,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,0.988699348,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.49317889,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.980705723,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.928460021,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.971846252,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.97187045,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.952670294,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.917177249,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.939361054,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.966368365,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.871307714,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.955014177,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.685046205,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.942985699,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.941571452,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.952564003,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.950578171,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.933475146,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.970719849,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0029_02_L004,healthy_control,0.989949129,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0029_04_L003,healthy_control,0.948905439,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0029_05_L004,healthy_control,0.982147412,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0029_06_L003,healthy_control,0.984848284,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0030_03_L004,healthy_control,0.972380686,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0030_05_L004,healthy_control,0.973756517,30memhg38noalt,True40,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_01_L004,healthy_control,0.990274279,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_02_L004,healthy_control,0.972465512,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_03_L003,healthy_control,0.986348201,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.992349251,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,0.982427527,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,0.989021705,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,0.988296296,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,0.993987685,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.452167973,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.991886705,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.987194417,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.978777966,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.977253401,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.953996376,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.990816309,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_05_L003,lung_cancer,0.941889118,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_07_L003,lung_cancer,0.983462778,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_08_L003,lung_cancer,0.769545035,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_22_L003,lung_cancer,0.94086442,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_26_L004,lung_cancer,0.674430562,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_38_L004,lung_cancer,0.940987241,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0026_42_L004,lung_cancer,0.922120072,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0027_26_L003,lung_cancer,0.929952608,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0027_35_L003,lung_cancer,0.93617329,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0027_39_L003,lung_cancer,0.924742223,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0028_01_L004,lung_cancer,0.968241135,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0029_02_L004,healthy_control,0.994761239,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0029_04_L003,healthy_control,0.982945561,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0029_05_L004,healthy_control,0.994155195,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0029_06_L003,healthy_control,0.983161518,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0030_03_L004,healthy_control,0.989228262,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
LP0030_05_L004,healthy_control,0.994648891,30memhg38noalt,TrueDI26830XA,GC bias corrected,Strict,Trimmed,hg38noalt
